elevation,slope,aspect,curvature,geology,rainfall_1h,rainfall_24h,rainfall_72h,rainfall_intensity,temperature,humidity,soil_moisture,insar_velocity_mm_yr,sar_deformation_flag,landslide
490.2,25.72,348.9,0.15246,LHS Daling,17.35,114.39,333.54,0.1517,17.3,88.7,82.4,-17.82,1,1
1899.7,41.84,108.5,-2.08298,GHS paro,0.04,3.59,3.59,0.0099,20.3,74.2,36.4,-1.53,0,0
3674.1,16.69,157.0,0.24366,Sedimentary/Alluvium,0.41,1.3,16.23,0.3158,5.7,60.6,22.5,-1.18,0,0
677.3,40.47,148.8,-0.46498,LHS Daling,6.21,35.72,79.05,0.1739,22.3,74.0,61.7,-5.41,0,0
416.2,11.14,61.5,0.08978,Sedimentary/Alluvium,0.03,4.58,9.34,0.0067,21.1,68.9,22.5,-1.37,0,0
1368.6,17.85,294.1,-0.49031,LHS Daling,0.7,1.58,16.86,0.4449,23.4,57.4,16.9,-2.31,0,0
2703.1,9.76,63.5,-0.38734,LHS Daling,1.58,30.89,78.8,0.0511,1.4,71.3,75.0,-3.12,0,0
3681.2,6.55,306.4,-0.2257,MCT zone,3.62,34.81,104.43,0.104,-4.6,88.4,64.5,-0.32,0,0
808.0,34.53,204.0,-1.20384,LHS Daling,0.05,5.21,6.3,0.0088,15.8,60.7,23.3,-2.9,0,0
1037.5,25.19,310.3,0.86292,LHS Daling,0.59,0.59,19.45,1.0,20.3,59.7,28.1,-1.27,0,0
3674.1,16.69,157.0,0.24366,Sedimentary/Alluvium,3.18,24.1,90.72,0.132,0.9,88.8,66.2,-3.49,0,0
2444.0,23.91,75.6,-0.56104,LHS Daling,0.67,6.42,9.02,0.1042,15.1,58.9,24.6,-1.51,0,0
2655.4,19.96,9.1,-0.223,LHS Daling,3.35,26.13,70.15,0.1282,3.9,85.4,60.1,-2.61,0,0
776.0,29.29,216.0,-0.65548,LHS Daling,10.36,51.08,121.63,0.2028,12.7,81.0,52.0,-2.37,0,0
2917.1,43.36,270.2,-0.22531,GHS paro,1.23,29.66,128.88,0.0413,-0.7,73.4,58.4,-2.13,0,0
2089.4,52.81,137.8,-0.55256,GHS paro,0.04,2.09,17.07,0.0213,15.0,44.5,20.4,-0.68,0,0
792.8,11.9,304.1,-0.2912,LHS Daling,39.42,252.67,573.77,0.156,13.9,98.3,81.4,-21.6,1,1
1985.4,54.87,128.5,-1.27634,GHS paro,24.8,135.87,430.36,0.1825,6.8,95.3,93.0,-25.36,1,1
1681.0,20.99,143.6,-0.02504,GHS paro,0.01,7.45,7.45,0.0017,9.2,55.7,40.5,-1.02,0,0
2827.5,25.22,77.4,0.23997,LHS Daling,32.49,164.15,455.0,0.1979,2.9,85.5,79.8,-16.27,1,1
508.3,5.35,162.9,-0.08985,Lingtse,21.71,129.39,375.99,0.1677,19.0,98.5,82.4,-20.79,1,1
1632.0,31.68,77.7,-0.56513,LHS Daling,15.83,163.55,388.9,0.0968,5.9,85.6,85.6,-12.62,1,1
2759.2,20.87,315.6,-0.4572,Sedimentary/Alluvium,0.08,1.83,15.77,0.0427,5.6,68.2,40.6,-0.6,0,0
2036.9,27.17,190.9,-3.27498,GHS paro,0.04,2.88,5.88,0.0131,18.2,52.9,36.0,-2.0,0,0
2093.3,6.62,295.7,-0.45854,LHS Daling,0.13,0.8,7.66,0.1598,10.9,71.4,30.8,-2.26,0,0
1646.2,36.67,82.4,-0.82978,GHS paro,0.41,6.04,22.62,0.0677,10.1,69.0,40.2,-1.1,0,0
2038.1,44.47,259.7,2.3606,GHS paro,2.94,25.9,86.76,0.1136,5.9,72.0,49.2,-10.22,1,0
1903.0,5.31,339.7,-0.3241,LHS Daling,33.08,163.07,393.37,0.2028,9.9,95.3,97.1,-22.5,1,1
2795.7,16.08,246.0,-0.22074,Sedimentary/Alluvium,0.07,3.08,15.13,0.0218,5.1,69.5,34.4,-1.4,0,0
1717.9,11.71,106.7,0.82248,LHS Daling,15.96,46.36,101.44,0.3443,10.6,89.9,67.1,-2.49,0,0
2089.0,24.89,62.6,-0.48972,GHS paro,0.96,11.93,11.93,0.0802,15.1,55.6,41.6,-0.32,0,0
3494.1,25.17,327.3,1.22347,GHS paro,0.24,0.24,11.8,1.0,6.3,58.5,17.6,-2.08,0,0
1962.6,52.56,107.2,-0.17976,GHS paro,19.17,185.3,497.6,0.1035,5.8,88.4,81.7,-15.04,1,1
305.5,8.92,124.9,-0.6282,LHS Daling,0.07,0.37,1.81,0.1897,21.4,60.6,38.7,-0.23,0,0
2632.3,25.85,27.4,1.02328,GHS paro,7.61,53.08,124.01,0.1433,1.9,77.2,62.9,-3.18,0,0
4132.9,14.55,101.1,1.17901,GHS paro,1.0,2.92,2.92,0.3411,6.6,68.7,28.1,-0.13,0,0
1211.0,17.76,116.5,0.26093,MCT zone,0.1,1.27,3.95,0.082,11.0,67.3,22.4,-1.68,0,0
730.2,21.62,283.1,-0.09948,LHS Daling,18.64,158.82,451.3,0.1173,10.6,95.4,80.8,-19.45,1,0
3475.2,8.58,153.2,-0.63056,GHS paro,15.36,211.94,572.42,0.0725,-1.4,98.3,96.1,-3.2,0,0
1031.1,14.57,255.0,0.27855,MCT zone,1.71,1.71,18.62,1.0,25.3,73.1,42.8,-0.24,0,0
1958.3,21.46,82.8,-0.14681,Sedimentary/Alluvium,13.41,46.32,152.23,0.2896,14.4,79.2,54.1,-3.93,0,0
4440.7,36.45,151.9,1.18059,GHS paro,0.18,0.42,20.28,0.4407,2.7,60.1,32.5,-2.76,0,0
1376.3,27.74,85.0,-1.13519,Lingtse,1.92,9.17,9.17,0.2097,20.6,62.6,22.4,0.24,0,0
834.5,45.34,51.6,-0.62256,LHS Daling,1.85,55.58,149.05,0.0333,17.4,84.8,62.8,-2.01,0,0
315.3,5.91,29.2,-0.61026,LHS Daling,0.25,15.86,15.86,0.016,19.5,69.9,22.5,-3.54,0,0
3217.8,6.97,298.7,0.12868,LHS Daling,40.62,181.63,568.76,0.2236,-0.5,93.7,73.3,-1.26,0,0
2509.6,10.24,205.2,0.47481,Sedimentary/Alluvium,9.39,95.71,340.01,0.0981,2.7,98.9,74.7,-3.32,0,0
2916.1,15.79,321.9,0.07058,LHS Daling,0.89,1.43,3.1,0.6244,1.1,61.1,26.2,-1.54,0,0
2442.5,42.96,162.8,0.7309,MCT zone,32.9,207.54,462.82,0.1585,8.8,92.9,73.1,-9.28,1,1
3703.2,46.05,322.5,3.31722,GHS paro,0.17,4.19,4.19,0.0397,6.1,73.9,38.6,-1.41,0,0
2526.3,6.96,24.1,-0.2808,LHS Daling,7.13,35.02,105.86,0.2037,12.8,80.8,67.5,-4.59,0,0
1924.3,16.66,223.5,0.49077,LHS Daling,0.64,1.52,6.58,0.4198,11.6,48.3,23.8,-0.56,0,0
1643.4,8.66,150.8,-0.53361,Sedimentary/Alluvium,1.86,35.97,92.91,0.0518,13.8,85.9,49.4,-11.64,1,0
1707.2,56.21,199.0,-4.51761,GHS paro,3.41,40.89,89.52,0.0833,11.6,77.2,54.1,-11.85,1,1
2877.0,39.45,153.3,3.34671,GHS paro,1.26,4.93,18.41,0.2544,3.7,52.8,16.2,-2.04,0,0
2371.6,45.03,300.6,0.28231,GHS paro,2.43,2.43,11.39,1.0,4.8,71.6,39.6,0.09,0,0
2056.1,46.61,136.0,0.35041,GHS paro,0.53,4.13,19.15,0.1278,7.3,44.5,42.1,-2.48,0,0
1579.9,14.64,312.7,0.24766,GHS paro,5.99,32.08,101.16,0.1866,8.7,88.7,69.6,-1.45,0,0
3734.2,12.78,201.5,0.82501,GHS paro,26.05,192.24,542.51,0.1355,-4.3,98.8,83.4,-23.52,1,1
1566.7,16.66,358.9,0.21732,GHS paro,5.45,31.85,83.59,0.171,9.9,86.0,66.5,-6.81,1,0
1327.2,11.32,218.4,-0.12993,Sedimentary/Alluvium,0.39,10.93,17.14,0.0354,12.0,47.5,27.9,0.07,0,0
857.6,44.19,194.9,-1.16976,LHS Daling,0.02,0.28,17.53,0.0562,22.8,58.4,24.6,-2.79,0,0
1999.2,52.24,202.6,-7.00738,MCT zone,0.19,7.05,8.02,0.0267,16.7,72.7,37.6,-1.44,0,0
4480.4,24.68,258.6,1.23301,GHS paro,6.56,54.34,155.28,0.1207,-10.6,82.6,67.8,-14.72,1,0
1504.2,32.88,193.9,-3.38289,GHS paro,10.12,264.65,571.39,0.0382,9.2,98.7,82.6,-26.21,1,1
381.7,25.79,175.5,0.15733,Sedimentary/Alluvium,38.31,194.61,533.13,0.1969,15.6,85.8,86.9,-16.29,1,1
840.6,10.9,105.5,-0.79749,MCT zone,0.22,1.28,2.99,0.174,13.0,53.7,28.2,-1.49,0,0
1649.3,21.76,6.6,-0.00243,Sedimentary/Alluvium,0.74,10.8,24.31,0.0687,11.9,54.5,15.2,-0.95,0,0
1590.5,18.02,301.3,0.38212,MCT zone,0.98,36.58,75.64,0.0267,17.1,72.6,71.6,-4.13,0,0
2920.3,12.86,318.2,0.5159,LHS Daling,11.51,49.45,141.48,0.2328,7.8,75.0,47.1,-1.0,0,0
1372.1,11.83,257.8,-0.03531,LHS Daling,41.75,254.21,546.01,0.1642,13.3,89.8,90.1,-26.7,1,1
687.5,15.4,18.7,0.46909,LHS Daling,5.44,43.47,105.97,0.1252,16.1,90.3,50.5,-12.51,1,0
800.2,27.94,223.6,0.2088,LHS Daling,7.38,38.29,86.18,0.1928,14.6,77.2,65.3,-12.92,1,0
931.3,54.62,194.4,3.56793,LHS,0.88,2.45,24.78,0.3596,25.3,65.1,36.9,-2.31,0,0
3726.9,8.28,55.0,-0.22948,Lingtse,1.13,1.13,7.35,1.0,6.0,43.8,40.0,-3.33,0,0
800.0,5.49,260.9,0.05461,Sedimentary/Alluvium,0.45,1.87,5.67,0.2401,13.3,41.0,38.8,-3.25,0,0
4400.4,40.43,290.0,0.38693,GHS paro,0.12,16.12,16.12,0.0074,-0.1,42.2,38.3,-1.86,0,0
1098.8,14.19,98.7,0.02467,LHS Daling,0.33,0.86,3.83,0.3884,18.5,55.8,39.0,-1.89,0,0
886.8,25.67,107.9,-1.93139,LHS Daling,0.61,1.7,19.4,0.3589,15.0,67.4,39.8,-2.81,0,0
637.9,22.4,23.9,0.6003,GHS paro,20.46,178.22,450.93,0.1148,16.3,87.7,92.8,-9.14,1,1
466.3,42.07,133.8,0.21731,LHS Daling,24.1,274.39,662.64,0.0878,14.7,86.7,86.4,-14.94,1,1
2028.3,9.7,134.2,0.08987,Sedimentary/Alluvium,2.83,14.43,65.33,0.1961,12.0,88.0,66.1,-1.67,0,0
3245.1,17.57,85.4,0.16967,GHS paro,0.53,20.32,80.23,0.0259,3.1,79.1,51.7,-1.29,0,0
1827.8,64.0,103.2,-2.59624,GHS paro,20.03,167.11,414.12,0.1199,7.2,85.3,85.9,-5.59,0,1
855.6,23.08,108.7,0.18737,LHS Daling,0.2,6.22,6.22,0.032,16.0,61.1,21.5,-2.46,0,0
1114.6,22.75,100.8,-2.30502,LHS Daling,0.12,0.32,11.31,0.3691,24.4,73.0,23.9,-0.7,0,0
1825.5,34.36,102.6,-4.57197,LHS Daling,9.86,56.29,122.8,0.1752,11.4,86.7,74.2,-3.95,0,1
2203.4,34.4,136.2,3.28774,LHS Daling,2.41,34.01,98.64,0.0708,11.6,90.6,72.5,-2.28,0,0
1841.5,17.14,74.3,-0.26724,LHS Daling,2.46,34.37,77.69,0.0716,14.7,85.0,74.8,-4.16,0,0
1366.6,24.36,334.6,0.19082,LHS Daling,0.35,1.25,34.54,0.2823,11.4,63.0,22.1,-2.42,0,0
4059.5,43.66,142.3,0.02393,GHS paro,18.58,126.62,379.43,0.1467,-9.6,96.5,84.1,-6.73,0,0
326.8,11.79,314.0,-0.86136,MCT zone,2.51,8.6,10.26,0.2925,19.6,56.2,32.0,-2.6,0,0
883.0,48.51,161.1,-3.8187,LHS Daling,33.85,142.24,379.67,0.238,18.7,91.2,72.2,-7.67,0,1
3079.7,10.26,214.9,-0.13483,GHS paro,4.16,14.42,68.98,0.2885,6.8,91.0,70.9,-13.73,1,0
2262.3,44.22,156.8,-1.88807,GHS paro,2.76,2.76,5.31,1.0,7.4,62.0,33.5,-2.43,0,0
3542.3,18.49,333.1,0.68468,GHS paro,0.49,7.44,7.44,0.0655,6.7,56.0,42.1,-5.57,1,0
1894.5,38.57,137.5,-0.23858,LHS Daling,3.03,33.63,80.12,0.0901,10.3,72.9,69.5,-2.98,0,0
4649.2,29.02,229.8,1.51626,GHS paro,0.2,0.86,12.36,0.2267,0.3,59.9,26.9,-0.57,0,0
2403.8,13.26,85.7,-0.4059,LHS Daling,0.22,0.84,33.64,0.259,14.9,58.7,26.9,-8.52,1,0
4148.4,43.01,118.0,0.08587,GHS paro,0.6,0.6,15.4,1.0,5.7,63.0,29.3,-0.18,0,0
531.1,24.61,162.1,-1.8968,LHS Daling,0.43,1.97,32.41,0.2165,18.8,46.5,27.6,-0.32,0,0
2580.7,22.27,182.7,-0.38378,LHS Daling,0.2,2.09,2.37,0.0961,3.6,47.7,40.7,-0.11,0,0
2774.8,23.95,354.3,0.10744,GHS paro,6.41,31.96,91.06,0.2005,7.2,71.8,60.8,-4.63,0,0
2514.5,5.26,260.4,-0.56735,GHS paro,24.36,125.85,368.4,0.1935,5.7,96.7,86.0,-24.53,1,1
2702.1,5.43,62.4,0.0152,LHS Daling,5.38,44.01,108.58,0.1222,6.8,90.1,65.7,-8.63,1,0
3616.9,21.3,287.6,-0.10033,MCT zone,2.47,37.69,97.46,0.0656,-5.6,72.4,58.4,-3.3,0,0
1409.3,5.53,321.8,0.06017,LHS Daling,1.52,2.17,10.73,0.6996,16.3,47.2,33.0,-0.56,0,0
1476.4,43.27,157.7,-0.81855,LHS Daling,0.14,0.66,0.7,0.2142,16.0,71.8,28.4,-2.65,0,0
3487.7,8.88,245.3,-0.44787,LHS Daling,0.25,0.34,3.3,0.7385,9.0,58.5,20.4,-1.68,0,0
1376.7,45.55,189.5,-0.78,LHS Daling,0.2,0.76,12.16,0.2627,21.2,44.3,15.1,0.75,0,0
2519.5,6.22,88.5,-0.00974,MCT zone,0.43,1.26,4.74,0.3408,3.6,58.3,15.2,-0.95,0,0
1264.0,35.72,211.0,-0.93239,LHS,4.72,33.67,62.18,0.1401,8.7,76.8,74.1,-6.02,0,1
1389.3,12.77,209.9,-0.02231,MCT zone,0.09,3.6,3.6,0.0259,15.2,41.5,37.4,-6.77,1,0
1031.1,14.57,255.0,0.27855,MCT zone,18.63,135.47,358.0,0.1375,13.4,90.4,97.9,-15.34,1,1
2038.4,22.26,67.1,1.04067,GHS paro,37.06,267.66,644.03,0.1385,5.6,86.5,86.4,-18.09,1,1
4288.8,37.5,280.0,-0.5336,GHS paro,0.13,2.18,14.74,0.0605,4.3,72.8,30.1,-0.88,0,0
2255.2,18.93,65.5,0.16552,MCT zone,11.88,44.17,80.33,0.269,7.2,92.0,73.1,-0.57,0,0
1643.4,8.66,150.8,-0.53361,Sedimentary/Alluvium,11.91,91.65,239.39,0.13,6.4,93.2,82.6,-25.1,1,0
2799.1,18.28,1.7,-0.03934,GHS paro,30.61,146.51,408.3,0.2089,6.4,87.6,94.5,-11.32,1,0
745.6,29.79,248.9,1.88671,LHS Daling,6.5,36.14,109.33,0.1797,18.1,76.6,59.0,-3.37,0,0
1479.6,45.45,174.2,-3.29674,LHS Daling,23.48,185.05,524.36,0.1269,7.4,98.7,94.6,-3.32,0,1
1479.6,45.45,174.2,-3.29674,LHS Daling,0.08,4.03,15.98,0.0209,9.8,48.7,15.8,-1.01,0,0
2486.7,16.54,168.3,0.46939,GHS paro,40.54,336.62,683.21,0.1204,2.9,96.4,85.2,-19.08,1,1
1562.4,47.91,131.9,1.22189,GHS paro,18.32,130.34,426.81,0.1405,6.6,87.0,95.5,-16.06,1,1
1143.4,46.51,184.2,-1.27152,LHS Daling,0.0,1.71,35.59,0.0022,13.0,50.2,37.3,-1.06,0,0
2493.1,6.48,254.0,-0.06918,GHS paro,27.07,206.0,525.29,0.1314,1.4,85.3,89.6,-9.14,1,1
1562.4,47.91,131.9,1.22189,GHS paro,0.11,7.23,7.23,0.0155,22.0,67.3,27.0,-0.7,0,0
920.5,38.69,188.0,-1.36441,LHS Daling,9.86,31.98,80.94,0.3083,17.2,89.9,52.6,-2.23,0,0
3335.1,36.93,314.9,2.47774,GHS paro,9.43,63.89,168.25,0.1476,-3.6,83.2,66.2,-5.99,0,0
461.5,40.16,136.8,-0.1048,LHS Daling,1.97,52.37,133.71,0.0376,15.0,91.9,69.6,-3.89,0,0
3034.0,50.5,120.9,-0.20618,GHS paro,0.11,0.97,15.99,0.1154,4.2,52.4,28.2,-2.21,0,0
3351.9,40.35,139.8,1.00227,GHS paro,0.13,1.15,1.15,0.1107,0.6,50.2,15.1,-2.69,0,0
331.0,9.11,114.9,0.29684,Lingtse,3.52,11.16,52.77,0.3152,21.8,72.7,59.2,-4.21,0,0
3059.6,17.44,277.0,-0.06905,LHS Daling,0.52,5.66,5.66,0.0914,4.9,58.7,17.5,-2.62,0,0
1443.9,25.51,265.1,-0.34906,LHS Daling,0.35,3.77,14.09,0.0937,13.2,59.8,28.5,-1.81,0,0
2885.1,24.95,2.3,-0.14888,GHS paro,11.43,36.59,133.98,0.3123,9.8,72.2,53.8,-3.93,0,0
1088.8,25.58,279.6,0.823,GHS paro,0.78,0.82,3.66,0.95,14.4,66.8,28.4,-2.43,0,0
3354.6,5.95,44.7,0.39851,LHS Daling,7.25,61.93,127.83,0.117,1.6,79.6,63.8,-1.48,0,0
1683.0,15.84,258.9,-0.0282,MCT zone,25.71,206.04,515.27,0.1248,6.8,94.5,90.5,-23.52,1,1
2856.0,42.06,153.4,1.5748,GHS paro,0.14,6.99,6.99,0.0195,13.1,42.7,23.1,-1.7,0,0
3784.0,6.33,181.0,0.1386,LHS Daling,1.56,31.36,105.11,0.0498,-5.2,70.5,73.3,-2.7,0,0
1726.4,8.73,8.8,0.28758,MCT zone,0.12,6.51,6.51,0.0192,12.7,51.8,26.3,-1.04,0,0
1283.5,5.23,39.8,-0.33568,LHS Daling,19.95,143.89,432.31,0.1387,14.2,98.7,78.7,-7.16,0,1
2320.2,17.74,144.3,-0.47504,GHS paro,33.09,203.45,472.2,0.1626,3.4,87.1,90.4,-24.01,1,1
1275.2,20.02,87.0,-0.7092,LHS Daling,9.67,129.37,315.68,0.0747,15.0,88.2,76.3,-19.79,1,1
1693.0,12.36,151.1,0.08023,GHS paro,0.88,0.88,4.92,1.0,21.1,53.6,24.3,-2.57,0,0
2481.9,16.35,88.3,-0.2438,GHS paro,0.37,3.19,3.19,0.1148,5.3,48.9,30.4,-1.44,0,0
1532.8,51.78,159.0,-2.6892,LHS Daling,1.63,31.7,100.22,0.0514,14.1,79.8,71.3,-4.29,0,1
453.6,6.28,87.1,-0.25742,GHS paro,3.43,26.5,48.63,0.1294,21.8,91.0,50.1,-3.7,0,0
2350.5,6.21,340.1,0.26515,MCT zone,0.2,5.41,5.41,0.0375,3.9,71.4,40.1,-0.8,0,0
1987.4,38.2,80.3,1.93243,GHS paro,0.57,3.04,3.04,0.186,10.1,65.5,22.4,-1.13,0,0
2193.0,43.84,199.1,0.45895,LHS Daling,0.61,0.61,4.48,1.0,17.3,41.9,26.3,-0.08,0,0
2542.2,16.28,322.1,-0.20191,Lingtse,10.8,35.02,87.12,0.3083,1.9,78.4,71.6,-4.72,0,0
1750.1,50.67,178.5,1.12321,GHS paro,0.33,0.33,3.0,1.0,9.2,44.8,22.1,-2.34,0,0
1282.4,9.66,211.0,-0.57602,MCT zone,7.96,41.4,120.61,0.1923,9.0,73.3,71.1,-2.02,0,0
1349.7,25.72,58.9,0.17202,Lingtse,10.17,47.11,124.88,0.2159,19.0,78.4,46.6,-13.47,1,1
3600.1,42.45,163.5,2.90804,Lingtse,16.8,214.9,513.21,0.0782,-6.0,91.0,96.1,-15.78,1,0
1821.1,7.27,283.9,0.14598,LHS Daling,13.5,104.82,427.21,0.1288,13.1,91.3,86.4,-15.95,1,1
1576.1,13.99,294.3,0.2155,GHS paro,23.15,107.0,359.83,0.2163,7.5,89.2,79.5,-5.9,0,0
1066.7,15.89,335.6,-0.25558,MCT zone,28.79,240.03,565.7,0.12,12.3,85.1,82.9,-16.71,1,1
2013.5,49.99,135.7,0.11894,Lingtse,0.23,3.5,3.5,0.0665,17.4,71.2,35.6,-1.4,0,0
604.8,17.8,336.4,-0.55583,MCT zone,0.37,3.97,3.97,0.0923,20.1,45.6,20.7,-1.47,0,0
1995.2,57.09,128.7,-0.48373,GHS paro,0.62,5.34,8.88,0.1155,14.4,68.0,35.3,-2.19,0,0
3609.3,24.43,253.5,-0.52109,GHS paro,1.05,4.17,15.34,0.2508,-0.9,62.0,17.2,-0.81,0,0
1592.3,32.8,219.0,-0.74065,LHS Daling,1.77,16.66,105.97,0.1065,14.8,84.3,55.1,-12.01,1,0
4603.0,43.28,309.2,0.08333,GHS paro,0.02,1.74,8.26,0.0134,-1.6,65.9,38.5,0.64,0,0
2094.3,11.12,311.6,0.62959,LHS Daling,9.15,56.76,98.46,0.1612,12.0,71.0,58.1,-2.5,0,0
2193.0,43.84,199.1,0.45895,LHS Daling,1.9,61.25,102.89,0.031,3.5,87.1,47.8,-13.18,1,0
1690.0,27.87,149.8,-4.31281,GHS paro,0.77,0.77,7.66,1.0,20.5,57.7,44.9,-2.48,0,0
4415.4,32.31,241.6,1.99083,GHS paro,5.37,31.24,95.36,0.1717,-1.2,72.6,46.1,-4.85,0,0
2427.7,18.3,120.1,-0.39544,MCT zone,0.07,3.28,10.44,0.0225,9.1,43.3,44.4,-2.14,0,0
2877.0,39.45,153.3,3.34671,GHS paro,27.26,207.89,479.54,0.1311,6.2,99.0,83.8,-27.57,1,1
559.2,32.66,164.1,-1.14481,LHS,6.62,63.8,199.34,0.1038,13.6,91.5,77.7,-5.17,0,1
1382.4,28.86,220.6,-0.77656,GHS paro,14.74,54.18,101.94,0.2721,19.4,85.4,60.2,-2.06,0,0
548.5,7.38,238.9,0.221,Lingtse,0.01,0.22,10.98,0.0564,18.8,58.4,43.4,-7.71,1,0
2154.2,40.57,97.5,-2.28106,GHS paro,0.07,8.96,8.96,0.0082,10.2,71.8,21.2,-3.12,0,0
1283.5,5.23,39.8,-0.33568,LHS Daling,0.03,2.67,17.4,0.0101,11.3,51.0,25.3,-1.08,0,0
4558.8,40.76,292.8,0.54643,GHS paro,1.03,12.02,22.8,0.0855,3.4,64.9,32.2,-2.83,0,0
2396.4,23.63,326.3,0.44327,LHS Daling,0.16,1.52,13.56,0.1084,13.4,44.4,39.2,-2.33,0,0
331.0,9.11,114.9,0.29684,Lingtse,0.65,12.36,12.36,0.0522,20.8,49.5,20.9,-2.3,0,0
587.6,26.31,143.5,-0.9774,LHS Daling,15.74,57.21,116.98,0.275,20.9,89.1,54.9,-3.46,0,0
2125.1,7.52,255.3,0.52685,GHS paro,3.94,17.46,52.43,0.2253,9.3,82.1,49.6,-5.17,0,0
757.3,13.59,214.2,-0.08538,MCT zone,0.74,0.74,1.69,1.0,26.1,56.9,24.7,0.03,0,0
840.6,10.9,105.5,-0.79749,MCT zone,10.97,161.16,504.38,0.0681,18.3,90.0,79.7,-18.98,1,1
1747.7,10.74,24.4,-0.18284,GHS paro,4.25,22.34,55.56,0.1903,17.3,90.1,48.5,-2.87,0,0
3048.2,24.94,132.7,-1.16854,Sedimentary/Alluvium,0.63,1.17,1.97,0.5349,5.1,53.3,20.4,-3.04,0,0
3652.8,14.68,26.1,-0.57531,MCT zone,12.36,184.31,460.9,0.067,-4.3,85.5,89.2,-8.76,1,1
778.1,24.13,299.6,-0.09059,Lingtse,8.54,32.21,62.05,0.2651,18.9,79.4,58.2,-2.49,0,0
3351.9,40.35,139.8,1.00227,GHS paro,11.78,60.28,145.87,0.1955,6.5,81.6,68.1,-8.49,1,1
1794.3,22.18,179.0,-0.18514,GHS paro,31.08,165.22,505.86,0.1881,3.9,89.6,80.1,-19.7,1,1
1349.3,13.47,79.5,-0.50172,Lingtse,0.42,0.42,1.82,0.9802,18.0,58.6,39.3,-1.31,0,0
1205.7,33.26,220.4,-0.46353,LHS Daling,0.01,0.39,2.34,0.0356,21.2,62.0,30.9,-1.85,0,0
3476.6,12.72,289.0,-0.67718,LHS Daling,0.03,0.94,3.14,0.0299,-0.6,63.9,30.0,-1.95,0,0
3260.7,18.21,114.8,0.48017,GHS paro,4.16,28.34,58.18,0.1468,3.3,82.5,57.6,-3.29,0,0
677.3,40.47,148.8,-0.46498,LHS Daling,0.26,2.68,4.63,0.0957,22.4,42.6,19.2,-1.91,0,0
2757.9,15.28,331.5,0.34137,MCT zone,28.14,131.69,451.52,0.2137,5.4,86.0,86.1,-12.93,1,1
3552.3,6.92,103.4,-0.78654,GHS paro,13.11,51.06,110.5,0.2567,6.4,71.5,58.3,0.01,0,0
2491.8,9.53,16.9,0.22312,GHS paro,8.08,25.25,66.6,0.3199,1.9,83.3,47.1,-9.88,1,0
1889.0,22.91,136.7,-0.56549,MCT zone,3.09,35.48,92.05,0.0871,10.9,91.4,55.8,-11.59,1,1
1854.3,35.55,271.4,-2.15078,GHS paro,1.22,16.68,99.57,0.0732,15.1,82.5,47.3,-2.33,0,0
2146.3,23.45,223.7,-1.47618,GHS paro,6.59,86.28,156.88,0.0764,13.0,88.5,59.2,-2.71,0,0
1091.1,18.27,355.6,0.12296,LHS Daling,0.47,0.65,1.23,0.7206,13.2,50.5,39.6,-0.11,0,0
566.8,5.83,250.2,-0.17893,LHS Daling,16.39,103.23,254.05,0.1588,19.1,93.8,97.6,-1.32,0,0
4600.4,28.89,267.9,3.68008,GHS paro,2.09,37.31,112.19,0.0559,-0.7,74.9,74.4,-4.48,0,0
3359.8,10.03,302.0,0.22556,GHS paro,8.74,44.79,120.58,0.1951,-3.4,89.3,64.4,-0.68,0,0
960.7,44.58,156.5,-0.68398,LHS Daling,2.65,37.73,72.23,0.0703,21.1,72.4,68.6,0.05,0,1
2493.1,6.48,254.0,-0.06918,GHS paro,18.24,214.82,463.6,0.0849,2.4,88.7,85.0,-6.07,0,1
2011.1,18.08,59.9,0.00414,GHS paro,0.5,4.66,4.66,0.1075,8.5,58.1,21.5,0.02,0,0
1566.5,23.82,195.4,-0.49104,MCT zone,12.3,158.35,371.2,0.0777,10.5,92.3,74.1,-2.59,0,1
3641.8,19.06,250.3,0.93531,GHS paro,1.24,3.27,3.27,0.3811,7.0,56.8,33.1,-1.31,0,0
1515.5,12.56,329.2,0.18988,GHS paro,33.01,272.64,606.5,0.1211,9.0,97.2,79.4,-23.84,1,1
4590.8,40.4,222.4,1.50857,GHS paro,1.46,2.38,7.9,0.6145,-4.7,62.0,26.9,-2.36,0,0
3669.7,15.33,348.5,-0.94517,GHS paro,30.22,119.57,285.13,0.2527,-5.9,88.8,82.6,-14.89,1,1
605.0,7.6,87.0,-2.1996,LHS,32.88,246.96,625.97,0.1331,17.0,94.6,74.1,-7.44,0,0
1987.1,5.15,166.3,-0.06923,LHS Daling,6.93,25.6,103.52,0.2707,13.3,84.1,60.3,-3.26,0,0
3914.2,37.48,179.5,0.24708,GHS paro,1.52,5.88,33.73,0.2588,-5.4,69.6,19.0,-1.19,0,0
479.0,17.41,162.8,0.37631,Sedimentary/Alluvium,15.75,105.66,482.97,0.149,17.8,98.3,91.2,-20.07,1,1
3604.1,18.86,38.4,-0.15527,LHS Daling,13.06,42.91,80.08,0.3044,-1.0,87.5,58.4,-15.07,1,0
1207.7,14.78,49.3,-0.06998,MCT zone,0.3,11.15,19.68,0.0268,19.3,64.4,28.4,-2.05,0,0
1658.6,7.92,286.8,0.04907,LHS Daling,0.04,5.69,5.69,0.0063,19.3,62.0,38.7,-2.41,0,0
