rainfall_mm_1h,rainfall_mm_24h,rainfall_mm_72h,soil_moisture_pct,sar_deformation_flag,insar_velocity_mm_yr,landslide_triggered
0.61,22.13,76.01,52.5,0,-2.68,0
2.3,16.91,38.31,33.22,0,-2.34,0
4.2,62.21,100.14,50.1,0,-1.14,0
1.29,31.18,85.35,50.15,0,-2.54,1
3.87,19.53,32.43,40.08,0,-0.75,0
3.05,13.69,36.78,34.53,0,-0.51,0
2.02,39.15,90.56,51.39,0,-3.54,0
7.96,57.15,143.94,52.62,0,-3.11,0
4.12,16.12,48.86,40.89,0,-2.99,0
1.57,13.01,123.08,47.4,0,-4.19,0
5.71,29.47,71.12,38.84,0,-1.84,0
4.69,21.15,69.23,46.81,0,-1.92,0
5.49,31.4,59.54,55.1,0,-1.98,0
3.59,92.7,200.03,57.67,1,-12.54,0
1.67,35.04,50.66,41.11,0,-2.41,0
1.5,38.78,95.36,52.37,0,-3.55,0
3.72,17.81,42.48,44.65,0,-1.14,0
0.49,2.09,10.82,35.07,0,-2.07,0
6.0,19.63,47.41,43.24,0,-2.37,0
1.62,25.11,75.04,45.28,0,-0.93,0
3.48,26.8,74.39,49.44,0,-3.22,0
2.42,13.72,42.12,41.24,0,-0.44,0
2.56,10.17,31.18,36.04,0,-2.72,0
4.69,58.03,133.7,58.55,0,-1.07,1
3.45,37.33,73.91,48.1,1,-8.46,0
1.01,7.2,25.67,31.19,0,-1.56,0
0.27,30.59,65.16,39.03,0,-2.05,0
6.42,46.89,106.28,42.88,0,-3.71,0
7.57,38.36,77.52,41.88,0,-1.95,0
0.63,7.24,16.27,31.72,0,-4.14,0
1.3,40.95,109.72,56.39,0,-3.82,0
1.16,12.45,86.4,47.44,0,-1.03,0
9.7,72.49,144.62,56.54,0,-0.87,1
0.8,5.46,49.8,44.14,0,-1.25,0
0.64,15.53,43.23,33.49,0,-1.75,0
0.7,6.89,72.52,43.56,0,-2.71,0
4.58,41.1,103.94,44.71,0,-0.73,0
7.66,140.74,360.83,64.59,0,-2.49,1
1.75,17.43,54.43,43.49,0,-2.7,0
0.51,4.69,61.28,43.99,0,-3.04,0
3.08,19.32,54.19,37.99,0,-2.57,0
0.82,47.38,74.32,48.76,0,-3.75,0
0.23,30.24,131.96,55.12,0,-2.96,0
7.61,50.63,89.84,50.69,0,-4.18,0
7.16,98.86,237.56,62.32,1,-14.16,0
13.04,90.7,186.59,54.72,0,-2.08,1
2.25,16.7,49.47,34.99,0,-1.1,0
1.22,23.45,94.91,51.23,0,-0.25,0
5.14,42.49,99.38,52.04,0,-0.59,0
0.7,37.83,71.47,45.91,0,-1.02,0
0.98,13.14,31.49,46.96,0,-1.13,0
1.03,46.68,118.02,49.98,0,-3.39,0
10.6,93.32,203.87,61.34,0,-1.86,0
4.58,44.85,100.11,50.58,0,-1.6,0
0.5,8.58,89.69,48.36,0,-0.43,0
0.34,71.46,172.22,52.09,0,-2.52,0
6.48,52.79,126.35,51.86,0,-2.84,0
5.67,70.68,195.53,63.9,0,-3.97,1
3.89,16.78,42.46,42.33,0,-2.36,0
0.76,85.99,204.53,63.92,0,-0.23,0
2.29,42.45,102.11,47.24,0,-0.48,0
3.23,69.77,110.0,55.93,0,-1.37,0
9.42,36.76,98.01,44.25,0,-0.8,0
0.65,12.97,27.49,34.27,0,-3.51,0
2.54,9.2,121.65,47.59,0,-0.66,0
0.6,5.69,60.24,52.25,0,-0.89,0
2.05,18.04,97.31,50.44,0,-3.07,0
0.78,63.76,129.34,58.26,0,-1.23,0
6.33,51.71,74.54,48.08,0,-4.37,0
1.03,13.05,25.65,37.35,0,-3.91,0
1.89,68.91,165.26,51.64,0,-3.4,0
1.83,35.7,77.09,46.2,0,-1.68,0
7.04,73.74,213.59,54.81,1,-8.16,0
4.96,75.98,206.79,57.47,0,-1.65,1
0.21,28.46,88.35,48.44,0,-1.82,0
0.24,7.01,32.31,31.98,0,-0.75,0
2.8,121.37,285.73,57.23,1,-13.82,1
1.95,16.2,31.25,30.24,0,-3.07,0
1.13,26.23,44.43,42.94,0,-1.2,0
5.51,62.61,102.24,48.63,0,-3.12,0
0.48,5.78,37.5,31.56,0,-2.56,0
12.78,64.46,94.63,48.84,0,-4.08,0
0.09,9.69,63.51,47.48,0,-3.63,0
0.44,6.98,54.78,41.5,0,-0.85,0
1.31,7.08,24.09,26.9,0,-2.82,0
2.49,49.27,140.16,53.55,0,-3.01,0
0.85,7.36,29.07,31.49,0,-3.91,0
4.66,61.67,154.82,57.0,0,-2.96,0
1.55,22.62,89.86,46.45,0,-0.81,0
0.14,19.83,155.43,56.86,0,-1.31,0
7.36,76.65,175.51,48.77,0,-2.94,1
10.08,60.71,199.73,59.44,0,-4.12,0
3.37,19.45,71.93,44.0,0,-4.03,0
5.75,31.52,98.01,45.0,0,-1.74,0
0.45,19.33,58.43,43.02,0,-3.77,1
1.1,20.12,45.91,38.36,0,-2.4,0
1.38,13.08,34.41,36.61,0,-2.2,0
11.33,58.3,157.45,50.96,0,-1.71,0
2.51,18.56,55.36,42.79,0,-3.12,0
0.03,32.85,86.08,38.4,0,-2.78,0
1.67,24.98,86.48,46.71,0,-1.81,0
0.03,54.38,104.28,50.03,0,-3.48,0
0.95,18.32,52.98,49.86,0,-1.83,0
2.12,51.72,87.58,46.46,0,-2.71,0
1.37,20.32,43.3,47.13,0,-1.89,0
0.12,16.75,90.71,53.92,0,-0.7,0
0.43,11.15,52.26,40.63,0,-0.89,0
2.8,17.85,28.11,35.07,0,-3.02,0
4.16,76.26,139.78,48.75,1,-24.44,0
1.81,10.69,45.29,36.69,0,-2.21,0
4.6,24.3,59.0,43.85,0,-1.6,0
0.62,38.01,178.92,55.89,0,-1.65,0
0.46,19.58,67.77,48.84,0,-2.77,0
6.4,41.22,130.86,56.54,0,-2.21,0
1.45,15.99,97.97,50.77,0,-0.2,0
1.98,24.53,46.39,43.32,0,-3.52,0
10.32,50.6,112.16,53.27,0,-0.81,0
1.93,40.08,91.65,48.75,0,-3.1,0
0.01,10.1,61.14,39.7,0,-1.68,0
9.73,52.5,132.33,62.9,0,-2.69,0
0.05,36.17,101.49,53.31,0,-3.88,0
3.8,48.36,133.98,55.66,0,-0.86,0
1.36,11.53,59.84,39.28,0,-3.54,0
2.22,21.34,79.25,58.82,0,-0.36,0
2.77,27.57,55.05,38.64,0,-4.16,0
1.84,51.47,104.39,50.73,1,-22.07,0
5.21,51.79,111.09,51.78,0,-3.62,0
9.34,51.88,111.89,44.72,1,-23.81,0
0.32,83.8,183.74,60.45,1,-23.3,0
5.64,36.68,97.16,51.27,0,-2.92,0
0.48,38.77,68.49,39.6,0,-3.03,0
0.29,35.73,87.66,51.85,0,-3.2,0
10.92,77.06,204.82,54.81,0,-1.71,1
2.35,94.51,285.09,62.08,1,-18.86,0
0.58,17.15,51.13,37.51,0,-2.04,0
2.95,19.47,88.71,51.39,0,-2.63,0
1.07,18.04,42.46,41.86,0,-2.55,0
2.18,48.54,129.79,47.91,0,-0.92,0
3.43,49.79,104.32,47.59,0,-3.84,0
7.12,41.67,95.89,46.51,0,-3.93,0
0.01,1.0,1.58,28.95,0,-1.08,0
0.84,18.61,77.97,43.09,1,-14.62,0
0.35,14.41,47.33,39.93,0,-2.2,0
0.36,3.88,14.36,29.71,0,-2.56,0
10.2,79.95,114.68,50.23,0,-0.3,0
9.63,35.84,60.37,52.01,0,-3.46,0
4.84,40.95,75.68,42.88,0,-3.91,1
3.61,11.88,29.07,34.59,0,-0.81,0
6.59,73.11,128.72,55.28,0,-4.06,0
0.21,27.78,84.78,45.65,0,-3.86,0
0.45,11.52,129.41,50.6,0,-2.53,0
1.33,27.72,63.06,45.64,0,-1.38,0
6.25,40.37,92.25,52.82,0,-1.09,0
2.24,97.62,235.47,67.95,0,-2.3,0
2.45,39.83,87.56,47.21,0,-2.38,0
0.91,35.72,121.54,48.82,0,-3.0,0
3.66,24.58,67.99,41.0,0,-3.65,0
7.66,34.8,96.55,56.54,1,-10.79,1
1.4,22.15,57.56,44.46,0,-3.62,0
3.38,21.23,66.95,40.6,0,-4.11,0
1.41,38.2,153.1,52.44,1,-24.5,0
5.51,38.09,70.24,39.75,0,-0.37,1
2.25,16.22,119.45,52.04,0,-0.42,0
1.45,6.13,12.15,32.47,0,-1.35,0
1.91,119.69,286.79,71.5,1,-14.18,1
0.33,63.88,195.08,64.48,0,-1.64,1
7.04,36.89,97.67,49.86,0,-0.91,0
11.1,40.19,79.09,43.39,0,-3.86,0
2.27,16.67,45.23,42.35,0,-4.44,0
0.88,10.34,40.68,30.07,0,-0.27,0
3.82,67.53,146.57,51.3,0,-0.58,0
2.11,35.39,118.91,55.55,0,-2.35,0
1.02,66.29,104.55,54.99,0,-1.65,0
0.14,42.18,109.6,57.8,1,-8.61,0
7.72,68.15,149.48,54.94,0,-3.01,0
5.58,41.47,120.9,59.08,0,-0.49,0
6.18,75.58,197.25,57.28,0,-2.54,0
2.03,33.71,78.51,44.44,0,-1.65,0
4.9,27.17,41.88,40.77,0,-4.35,0
3.05,38.2,104.35,56.29,0,-2.24,0
1.64,20.11,31.42,41.11,0,-4.19,0
6.47,105.97,199.73,64.52,0,-0.33,0
23.42,79.84,117.39,54.83,0,-0.64,0
8.03,33.7,58.69,47.86,0,-1.86,0
5.24,28.52,79.54,47.06,0,-4.01,0
4.82,72.3,128.08,54.97,0,-2.54,0
3.68,75.61,196.77,73.1,1,-24.19,0
6.73,43.65,188.29,62.99,1,-20.8,1
2.38,10.61,22.27,33.71,0,-0.68,1
0.7,2.7,16.14,35.54,0,-1.26,0
5.11,39.43,81.05,41.89,0,-2.97,0
8.82,203.16,448.39,66.78,1,-22.47,0
1.46,46.02,119.94,51.48,0,-2.16,0
5.35,68.32,139.74,51.0,0,-1.03,0
1.12,23.05,47.78,49.51,0,-2.94,0
10.0,88.42,228.4,63.43,1,-18.32,0
4.03,31.72,75.35,49.14,0,-2.65,0
2.95,11.29,36.15,37.21,0,-0.64,0
5.3,78.2,168.05,51.32,0,-3.69,0
5.87,37.43,97.61,49.36,0,-3.66,0
7.8,46.89,103.96,48.42,0,-2.53,0
8.1,67.73,99.12,44.8,0,-0.36,0
0.19,4.23,34.24,41.01,0,-1.4,0
0.46,7.05,48.28,39.45,0,-0.79,0
6.12,34.83,66.05,35.62,0,-2.45,0
10.22,62.25,136.44,54.27,1,-7.39,1
1.29,8.41,59.45,43.32,0,-3.94,0
0.03,10.55,215.9,64.12,0,-3.86,0
1.36,29.5,85.21,48.44,0,-0.87,0
1.69,9.01,89.7,45.46,0,-3.19,0
5.01,26.9,55.58,44.9,0,-3.19,0
0.17,10.57,59.53,39.99,0,-1.91,0
0.84,11.69,44.86,43.49,0,-0.86,0
7.85,45.66,129.86,59.36,0,-0.77,0
0.59,72.16,124.64,40.62,0,-3.38,0
4.98,23.71,66.25,40.82,0,-1.15,0
1.57,55.83,100.17,52.35,1,-19.65,1
3.8,24.91,105.11,51.14,0,-3.92,1
0.27,22.86,163.27,63.19,1,-10.24,0
1.18,42.94,76.42,52.65,0,-4.39,0
1.94,23.59,52.91,46.46,1,-25.11,0
6.81,38.57,85.25,39.41,0,-1.55,0
2.9,11.22,20.51,32.21,0,-3.87,0
0.16,31.95,108.64,54.34,0,-1.54,0
5.67,29.96,72.01,45.49,0,-4.38,0
0.2,17.49,41.71,38.56,0,-2.25,0
9.53,51.45,119.27,58.6,0,-4.3,0
0.83,11.74,46.41,42.13,0,-0.99,0
2.34,40.43,61.68,42.41,0,-0.25,0
0.26,27.05,42.81,33.53,0,-1.04,0
2.89,28.41,67.95,53.49,0,-0.62,0
2.41,21.89,57.04,44.23,0,-3.36,0
1.85,11.89,21.62,31.06,0,-1.34,0
0.13,15.24,47.63,45.28,0,-2.95,0
7.39,68.41,204.48,51.64,0,-3.08,1
5.68,40.02,74.86,54.89,0,-3.16,0
3.51,85.93,233.6,64.39,1,-20.91,1
2.97,12.5,48.28,51.75,0,-0.84,0
4.16,151.66,301.2,67.5,1,-16.48,1
0.54,25.75,74.45,47.25,0,-0.33,0
9.44,62.8,144.41,52.02,0,-0.65,0
1.17,13.54,64.58,42.05,0,-1.83,1
3.74,31.7,124.1,46.76,0,-4.36,0
3.27,48.81,113.88,61.67,0,-1.72,1
3.54,49.03,120.35,53.2,0,-2.15,0
7.39,38.07,103.46,54.82,0,-3.7,0
1.23,12.43,27.07,40.27,0,-4.15,0
4.84,42.14,106.18,49.7,0,-4.38,0
3.19,72.3,181.05,54.07,1,-9.64,0
0.28,13.19,35.26,33.91,0,-2.36,0
1.87,19.75,62.06,36.01,0,-1.19,0
6.37,66.06,193.61,53.36,0,-2.77,0
1.33,28.6,88.28,50.99,0,-1.05,0
2.3,17.68,86.31,53.12,0,-0.44,0
2.35,10.07,18.09,32.23,0,-4.15,0
3.37,34.36,85.9,52.56,0,-2.28,1
7.54,31.79,138.69,59.22,0,-2.39,0
0.67,4.06,7.68,26.74,0,-2.82,0
2.46,28.23,77.96,52.1,0,-2.14,0
1.93,14.52,36.1,36.91,0,-2.11,0
1.23,12.32,48.96,38.79,0,-4.14,0
8.82,58.23,133.83,54.43,0,-3.71,0
0.03,25.38,115.69,44.95,0,-1.11,0
0.46,8.74,35.64,37.41,0,-1.45,0
4.63,19.22,82.21,35.82,0,-3.04,0
1.07,16.73,33.09,40.27,0,-2.66,0
4.5,15.0,51.02,34.94,0,-3.49,0
6.25,42.97,119.68,52.43,0,-3.33,1
1.03,69.02,167.63,64.48,1,-18.91,1
0.75,25.76,54.89,42.62,0,-3.98,0
0.55,8.09,100.03,40.54,0,-3.5,0
0.78,6.17,16.59,32.33,0,-1.24,0
1.09,11.58,28.64,34.32,0,-3.95,0
7.11,25.7,149.41,60.16,1,-16.11,1
5.14,24.9,61.69,43.11,0,-4.12,0
0.01,2.09,26.03,40.38,0,-3.74,0
7.25,83.73,114.52,54.04,0,-0.52,0
0.29,44.34,89.1,52.81,0,-3.52,0
3.73,40.87,88.49,47.88,0,-2.35,0
0.57,3.86,12.71,36.69,0,-4.4,0
0.23,33.21,92.55,46.39,0,-2.17,0
4.99,26.04,75.32,37.05,0,-0.49,1
2.2,11.9,79.15,41.38,0,-1.46,0
3.2,22.28,51.57,42.13,0,-2.05,0
1.94,22.89,42.84,40.82,0,-2.75,0
0.24,9.47,38.65,39.18,0,-0.85,0
4.71,26.21,58.25,49.07,0,-2.41,0
6.01,27.05,90.89,49.65,0,-2.28,0
0.15,39.75,109.72,52.92,0,-3.8,0
1.65,17.15,115.19,56.84,0,-1.5,1
2.85,18.73,40.59,30.52,0,-2.13,0
3.25,31.23,52.09,45.26,0,-1.87,0
3.02,17.6,44.41,46.44,0,-2.92,0
4.13,36.8,63.47,47.61,0,-3.8,0
11.92,49.1,106.91,52.49,0,-3.11,0
1.73,25.78,115.52,55.99,0,-2.2,0
2.85,29.74,42.6,28.68,0,-2.94,0
4.2,47.72,78.32,46.07,0,-1.59,0
3.14,19.14,41.43,32.62,0,-0.82,0
1.71,20.67,47.91,42.61,0,-1.57,0
3.42,80.98,133.28,48.92,0,-2.11,0
3.68,47.44,149.22,59.73,0,-2.09,1
3.08,84.97,186.98,56.42,1,-24.41,0
0.8,55.5,120.3,46.1,0,-4.23,1
2.47,30.81,72.3,40.96,0,-1.87,0
7.55,40.87,124.44,46.43,0,-0.57,0
7.1,46.09,105.53,50.56,0,-0.34,0
4.86,41.43,74.96,49.23,0,-0.22,0
4.18,31.94,62.61,40.63,0,-4.23,0
0.58,27.1,58.91,35.82,0,-4.48,0
2.15,30.93,87.96,48.19,1,-11.64,1
0.41,16.09,48.94,40.75,0,-1.74,0
5.95,27.75,42.63,36.92,0,-3.08,0
1.2,4.79,45.14,36.11,1,-22.1,0
5.1,56.04,93.46,55.48,0,-2.76,0
5.9,59.78,129.52,50.59,0,-3.7,0
7.81,43.96,117.22,44.97,0,-3.89,0
4.91,26.74,78.08,46.24,0,-3.24,1
2.91,11.11,27.59,37.92,0,-0.55,0
3.19,14.26,132.94,56.21,1,-16.58,0
1.35,6.53,19.08,24.55,0,-4.36,0
0.68,12.57,53.94,48.15,0,-1.03,0
0.49,7.03,101.63,51.27,0,-2.15,0
0.7,8.91,52.78,44.66,0,-1.64,0
9.51,49.48,95.77,62.67,1,-19.77,1
0.63,66.06,169.88,61.03,0,-1.59,0
4.5,17.49,47.21,43.39,0,-1.01,0
0.71,15.18,36.83,36.79,0,-3.97,0
12.95,156.93,360.49,66.24,0,-0.95,1
1.6,60.57,168.7,51.12,1,-20.5,1
1.86,14.92,60.92,43.94,0,-4.25,0
1.81,17.11,135.83,62.33,0,-4.3,0
5.93,23.11,44.15,41.92,0,-2.78,0
0.86,6.22,54.67,53.36,0,-1.36,0
6.22,42.61,142.97,57.55,0,-1.27,0
3.75,20.29,42.84,40.87,0,-3.41,0
0.87,31.56,138.08,53.74,0,-4.42,0
0.24,6.81,20.83,42.99,0,-0.53,0
5.22,54.9,203.52,57.28,1,-14.04,0
0.86,9.44,80.6,43.46,0,-0.73,1
7.7,51.23,69.2,40.71,0,-1.48,0
0.49,22.28,68.48,56.29,0,-2.64,0
3.35,42.3,99.32,50.64,0,-1.48,0
4.12,28.08,44.92,40.4,0,-3.0,0
3.75,17.7,34.6,39.91,0,-1.99,0
1.33,13.2,30.67,34.94,0,-1.14,0
7.29,40.34,92.04,45.06,0,-2.48,0
5.14,20.18,65.79,40.42,0,-0.3,0
2.5,23.94,119.37,48.2,0,-3.39,0
3.24,13.17,35.33,27.5,0,-2.45,0
2.92,24.27,66.97,44.99,0,-4.27,0
10.26,60.71,79.92,39.19,0,-0.64,0
7.94,53.16,135.3,56.89,0,-3.35,0
0.94,12.2,85.49,52.06,0,-1.49,1
1.07,24.94,58.85,40.08,0,-1.8,0
13.95,78.75,162.61,58.33,1,-21.92,0
0.94,10.59,49.08,44.6,0,-1.74,0
10.74,54.03,100.73,57.62,0,-2.05,0
3.67,39.74,90.77,46.74,0,-0.29,0
0.18,67.72,151.27,48.61,1,-9.91,0
1.43,11.59,28.56,31.04,0,-3.99,0
2.26,33.03,108.02,42.75,0,-0.37,0
6.27,79.78,238.17,63.96,1,-22.38,0
1.39,20.58,49.95,25.06,0,-0.51,0
1.3,11.14,26.3,29.88,0,-3.67,0
8.85,54.83,140.11,54.69,0,-2.84,0
0.29,1.84,80.18,41.64,0,-1.52,0
2.81,18.99,94.69,44.96,0,-2.84,0
2.46,14.77,39.9,42.87,0,-2.38,0
0.21,5.73,68.07,39.31,0,-2.93,0
0.32,5.68,94.52,46.95,0,-2.24,0
1.68,36.28,64.39,48.85,1,-11.92,0
0.5,63.47,146.16,53.34,0,-0.39,0
2.28,16.64,60.67,55.49,1,-9.44,0
3.29,11.85,36.97,43.43,0,-2.6,0
4.11,43.0,100.42,55.8,1,-21.29,0
2.77,30.03,63.23,37.04,0,-0.93,0
1.67,30.32,139.11,54.04,0,-0.52,0
0.49,23.18,82.06,45.91,0,-0.29,1
1.0,50.18,77.67,44.58,0,-1.98,0
1.9,14.25,49.28,38.33,0,-1.62,0
9.02,54.66,107.86,50.36,0,-2.64,0
0.79,12.97,34.95,25.4,0,-2.13,0
1.87,18.88,81.53,42.62,0,-1.89,0
4.61,71.41,167.01,65.42,0,-3.83,0
4.28,60.66,152.3,53.08,0,-2.87,0
11.79,95.36,198.51,56.01,0,-2.98,0
0.74,7.49,31.28,36.05,0,-1.84,0
0.06,26.47,64.86,44.46,0,-3.54,0
1.36,16.15,56.18,31.28,0,-0.85,0
0.57,56.08,99.71,50.67,0,-1.93,0
2.78,19.82,79.35,49.63,0,-0.4,0
8.02,37.12,81.24,50.14,0,-0.7,0
4.08,51.0,202.91,54.87,0,-0.55,0
0.51,27.63,52.07,49.35,0,-2.1,0
0.43,36.98,112.77,58.78,0,-3.2,0
8.48,42.5,99.64,56.65,1,-17.69,0
2.34,54.23,109.69,55.2,0,-0.31,0
9.0,74.61,161.53,54.82,0,-3.24,0
4.66,41.16,103.39,50.48,0,-1.09,1
17.55,122.52,344.85,72.92,1,-19.48,1
7.17,50.9,95.4,37.95,0,-0.23,0
1.87,18.94,69.71,41.56,0,-1.54,0
4.97,18.98,86.5,50.33,0,-2.87,0
2.23,24.61,55.5,41.25,0,-3.95,0
0.93,30.45,155.73,54.06,0,-3.44,0
0.97,6.5,34.98,45.55,0,-2.13,0
1.77,10.81,86.48,52.21,0,-3.29,0
0.41,25.35,70.9,50.24,0,-2.51,0
0.69,8.32,46.92,36.6,0,-3.7,0
2.43,16.69,32.86,34.05,0,-3.52,0
10.77,79.28,233.75,63.35,0,-4.4,0
3.02,15.45,25.4,36.77,0,-0.65,0
1.84,13.13,44.3,49.08,0,-1.67,0
0.97,13.98,33.81,38.94,0,-1.03,0
0.76,17.23,36.62,46.15,0,-2.91,0
3.76,29.38,48.65,44.12,0,-3.06,0
6.6,84.66,236.04,60.32,0,-1.08,0
1.78,28.51,85.94,44.07,0,-2.01,0
2.8,17.3,50.24,45.25,0,-2.79,0
4.29,21.21,86.65,46.22,0,-3.03,0
0.21,14.95,61.23,43.01,0,-0.64,0
1.51,8.85,17.71,27.95,0,-4.16,0
4.58,78.12,176.79,57.78,0,-0.35,0
4.04,19.23,124.18,55.94,0,-4.38,0
0.19,24.61,47.58,38.59,0,-1.56,0
0.95,32.79,94.86,45.72,1,-22.92,0
3.99,55.91,152.04,56.07,1,-20.37,0
1.11,7.46,27.4,37.56,0,-3.19,0
5.89,40.05,132.98,53.86,0,-0.89,0
0.1,2.35,15.99,40.93,0,-1.3,0
0.74,36.47,89.15,48.95,0,-4.33,0
1.16,16.43,113.42,54.31,1,-24.64,0
9.08,26.41,82.64,51.85,0,-1.11,0
5.57,54.64,146.51,57.22,0,-2.66,0
7.54,41.49,93.85,44.3,0,-1.08,0
2.03,12.64,94.44,45.09,0,-2.57,0
6.05,30.82,71.96,40.09,0,-1.77,0
6.72,42.69,86.07,41.37,0,-1.76,0
1.79,69.31,119.78,53.84,1,-10.96,1
18.19,111.14,366.82,72.64,1,-19.87,1
6.67,41.63,113.59,55.33,0,-1.94,0
12.79,103.58,205.87,63.27,0,-4.18,0
7.05,31.37,75.87,41.18,0,-3.45,0
5.24,39.02,154.18,58.39,0,-1.85,0
10.08,34.98,165.1,59.5,0,-1.19,1
1.91,61.27,152.09,64.12,0,-3.03,0
5.35,49.26,152.72,57.49,0,-3.67,0
0.84,9.35,26.83,43.74,0,-3.9,0
4.62,34.02,77.22,47.16,1,-22.37,0
5.39,78.03,183.83,60.52,0,-2.42,1
4.41,35.14,109.01,57.0,0,-3.29,0
6.64,55.93,162.03,57.85,0,-0.96,0
1.87,26.01,52.93,34.26,0,-3.86,0
2.75,43.97,102.11,45.32,0,-0.52,0
0.04,56.18,102.38,63.64,0,-2.79,0
0.55,34.67,123.28,53.37,0,-2.74,1
3.62,65.19,86.32,51.48,0,-1.54,0
2.89,41.93,112.42,46.28,0,-0.35,1
0.77,3.73,16.73,33.43,0,-3.29,0
0.98,5.54,38.37,44.98,0,-0.3,0
1.48,49.42,120.95,43.27,0,-0.97,0
4.41,13.86,40.21,39.85,0,-2.54,0
3.29,41.44,100.83,51.12,0,-4.24,0
0.25,39.33,136.52,55.89,0,-0.48,0
4.99,39.33,67.39,55.36,0,-2.69,0
1.07,15.03,62.81,42.59,0,-1.61,1
3.9,23.36,63.52,41.68,0,-3.08,0
0.46,3.4,51.54,40.65,0,-4.3,0
21.62,144.63,319.93,76.84,1,-9.91,1
0.29,2.94,21.53,34.16,0,-4.31,0
4.74,75.21,159.7,59.3,0,-3.94,1
2.73,15.35,49.41,29.57,0,-2.81,0
0.31,32.67,77.14,47.08,0,-3.46,0
0.1,1.75,139.06,53.66,0,-3.92,0
1.58,23.15,79.05,47.31,0,-3.65,0
5.67,31.82,82.48,45.79,0,-1.6,0
0.15,0.99,27.58,28.81,0,-3.69,0
4.27,35.97,123.95,51.58,0,-1.55,0
3.73,76.18,109.84,58.83,0,-3.93,0
1.08,4.85,9.78,29.76,0,-1.3,0
0.28,7.44,29.79,26.95,0,-2.66,0
8.64,55.41,128.22,47.54,0,-3.18,0
1.25,46.78,93.74,50.53,0,-2.03,0
0.41,6.66,40.01,33.44,0,-3.57,0
4.0,24.11,40.5,40.05,0,-4.18,0
0.85,2.4,42.9,45.74,0,-1.0,0
2.26,14.3,64.47,46.58,0,-0.34,0
0.18,2.14,11.33,24.84,0,-2.89,0
17.36,83.32,170.66,58.15,0,-2.79,0
2.08,21.2,70.72,49.1,0,-1.67,0
24.58,91.75,239.07,57.99,1,-21.95,1
1.71,12.0,70.25,39.91,0,-3.75,0
1.5,18.7,54.93,41.82,0,-1.63,0
8.61,51.6,193.33,66.69,1,-10.3,0
1.4,9.09,48.76,35.97,0,-2.96,0
1.98,15.48,33.33,34.77,0,-1.67,0
0.28,3.92,21.39,27.37,0,-4.37,0
10.89,87.36,209.59,56.21,0,-1.69,0
0.31,5.91,17.33,31.29,0,-2.87,0
5.16,58.59,184.93,57.62,0,-1.83,0
2.71,23.55,81.6,33.5,0,-0.25,0
0.22,13.95,31.97,35.42,0,-0.59,0
0.01,20.76,104.0,59.36,0,-1.2,0
9.6,42.98,74.79,46.83,0,-3.69,0
4.74,19.37,61.13,42.34,0,-2.1,0
4.06,28.28,96.1,46.62,0,-2.73,0
2.02,20.22,69.76,40.6,0,-4.26,0
0.95,14.65,39.46,39.14,0,-0.83,0
3.99,36.72,95.75,51.67,0,-3.91,0
3.28,12.76,42.47,48.07,0,-1.83,0
4.54,76.41,183.23,54.53,0,-1.65,0
1.59,13.08,56.86,49.17,0,-2.89,0
15.18,53.39,151.32,61.97,0,-4.06,1
0.24,47.98,123.52,50.87,1,-21.87,0
0.29,1.5,18.39,28.65,0,-3.47,0
8.71,138.74,359.24,59.05,0,-0.28,1
3.65,19.28,56.34,42.74,0,-2.88,0
1.38,7.84,15.48,29.85,0,-2.91,0
5.02,33.41,84.82,53.14,0,-2.59,0
2.11,20.84,42.01,41.03,0,-4.23,0
0.07,14.92,22.73,23.85,0,-4.24,0
3.69,21.88,40.53,38.56,0,-1.67,0
0.97,4.8,14.74,32.55,0,-2.16,0
0.43,3.01,19.11,31.4,0,-3.61,0
0.89,9.85,24.74,38.85,0,-3.83,0
2.26,63.69,155.63,53.23,0,-2.0,0
0.18,10.45,31.94,41.75,0,-1.7,0
7.51,72.28,168.43,54.34,0,-3.73,0
2.87,18.32,42.92,37.84,0,-1.82,0
1.21,7.0,53.01,51.59,0,-1.94,0
4.07,32.33,65.42,37.82,1,-9.21,1
5.71,67.9,191.27,59.27,0,-2.53,1
3.33,59.25,116.68,53.85,0,-1.6,0
0.79,19.16,27.08,32.04,0,-2.74,0
0.41,9.1,32.08,38.95,0,-2.13,0
6.88,26.37,64.38,47.89,0,-3.42,0
0.94,25.34,67.25,46.15,0,-1.39,0
0.07,6.95,22.23,34.57,0,-0.94,0
3.6,47.79,102.81,52.99,0,-3.22,0
0.58,21.71,70.49,41.59,0,-1.85,0
16.48,116.4,282.83,60.46,0,-2.62,1
7.13,48.02,99.68,52.27,0,-4.25,0
3.28,40.38,137.96,52.57,0,-2.28,0
6.28,39.97,74.33,45.78,0,-0.86,0
2.23,25.82,63.1,31.34,0,-2.03,0
5.44,23.18,50.84,44.72,0,-2.26,0
3.64,32.78,55.85,49.09,0,-3.49,1
0.1,15.6,25.67,37.75,0,-1.04,0
10.4,81.6,180.88,61.89,0,-1.69,0
6.9,58.82,157.45,60.84,0,-0.42,0
10.73,54.35,126.38,52.29,0,-3.22,0
4.6,25.46,55.28,37.89,0,-3.4,0
1.86,57.05,126.3,55.81,0,-2.17,0
0.81,2.56,21.01,38.53,0,-2.51,0
0.69,36.13,107.86,45.62,0,-3.42,0
0.55,16.06,41.19,42.65,0,-1.35,0
